start_time,robot_id,action,gps_difference,orientation_difference,lidar_difference,radar_difference,thermometer_difference,cardinality_base_distance,action_successful,memory_similarity
25,0,7,0,0,1.0,2.0,0.0052120000000002165,2.75,1,0.9257936507936508
25,18,7,0,0,,,0.5238299999999896,2.1818181818181817,1,0.9466666666666667
25,20,0,1,0,6.0,7.0,0.318790000000007,,0,0.9308730158730159
25,14,7,0,0,1.0,2.0,0.43713499999999783,28.0,1,0.9353782505910165
25,9,7,1,0,7.0,7.0,0.15297600000000955,3.0,1,0.8766312056737589
25,6,7,0,0,7.0,7.0,0.4328119999999984,1.8571428571428572,1,0.9003174603174603
26,24,0,1,0,4.0,4.0,0.47459099999999665,,1,0.9288172043010753
26,7,0,0,0,7.0,7.0,0.2929900000000032,,1,0.9128074866310161
26,2,7,0,0,2.0,2.0,0.056579999999996744,32.0,1,0.9040058479532164
26,21,7,1,0,,7.0,0.43505799999999795,11.666666666666666,1,0.8880614657210402
26,0,7,0,0,2.0,2.0,0.08892199999999661,2.75,1,0.9257936507936508
26,9,7,1,0,7.0,7.0,0.02258399999999483,3.0,1,0.8847222222222222
26,26,0,0,0,5.0,5.0,0.9429400000000072,,1,0.891729212656365
26,22,7,1,0,,,0.5494500000000073,6.75,1,0.9117624521072797
26,17,0,0,0,,,0.21069299999999913,,1,0.8901656314699793
26,4,3,0,0,1.0,1.0,0.19034900000000476,,1,0.9364285714285714
26,19,7,0,0,2.0,2.0,0.36159000000000674,2.5,1,0.8664814814814815
26,12,3,0,0,1.0,1.0,0.15971000000000402,,1,0.924702380952381
26,28,2,0,0,1.0,1.0,0.3789910000000134,,1,0.9221256038647343
26,25,4,1,0,1.0,1.0,0.8138500000000022,,1,0.8808333333333334
26,14,7,0,0,1.0,1.0,0.13413500000000056,28.0,1,0.923628841607565
26,20,3,0,0,1.0,1.0,0.4499660000000034,,1,0.9308730158730159
26,23,0,0,0,4.0,4.0,0.27942600000000084,,1,0.866280193236715
26,15,7,2,0,1.0,1.0,0.4147270000000063,1.7777777777777777,1,0.7711111111111111
26,11,7,0,0,3.0,4.0,0.08969100000000196,4.0,1,0.8041666666666667
26,6,7,1,0,7.0,7.0,0.20262199999999808,1.8571428571428572,1,0.9003174603174603
26,16,7,1,0,3.0,3.0,0.31140700000000265,0.625,1,0.8433333333333333
26,13,0,0,0,3.0,3.0,0.1886480000000006,,0,0.9436111111111111
26,3,7,1,0,1.0,0.0,0.041399999999995885,2.3,1,0.8998924731182796
26,18,7,0,0,,,0.04146000000000072,2.1818181818181817,1,0.9466666666666667
26,1,0,1,0,,,2.8336400000000026,,1,0.9159941520467836
26,27,7,2,0,,,0.2696300000000065,42.0,1,0.7823809523809524
26,8,0,1,0,,,2.643413999999993,,1,0.9411369509043928
26,29,2,0,0,1.0,1.0,0.044454999999999245,,1,0.8611111111111112
26,10,7,0,0,5.0,5.0,0.044820000000001414,0.14285714285714285,1,0.8743434343434343
26,5,0,0,0,4.0,4.0,0.04592399999999941,,1,0.8889937106918239
27,19,7,0,0,2.0,2.0,0.14109999999999445,2.5,1,0.8664814814814815
27,8,0,1,0,9.0,9.0,0.043989999999993756,,1,0.9369582565991406
27,10,7,0,0,5.0,5.0,0.19942499999999086,0.14285714285714285,1,0.8743434343434343
27,5,0,0,0,2.0,3.0,0.27536999999999523,,1,0.8913087934560328
27,13,6,0,0,1.0,1.0,0.22520600000000002,,1,0.9485600907029479
27,3,7,0,0,1.0,1.0,0.39683000000000845,2.3,1,0.8998924731182796
27,25,0,2,0,5.0,4.0,0.24945599999999502,,1,0.8762370005473454
27,1,0,0,0,10.0,9.0,0.27477400000000785,,1,0.9296831955922865
27,11,7,0,0,3.0,3.0,0.39135000000000275,4.0,1,0.8041666666666667
27,4,0,3,0,3.0,3.0,0.008880999999995254,,1,0.9055882352941177
27,28,2,0,0,1.0,1.0,0.14400399999999536,,1,0.9228853046594983
27,29,2,0,0,1.0,1.0,0.295100000000005,,1,0.8843729372937293
27,15,7,1,0,1.0,1.0,0.18165900000000335,1.7777777777777777,1,0.7520370370370371
27,7,0,0,0,6.0,6.0,0.13023400000000152,,1,0.9188888888888889
27,18,7,1,0,,,2.2916099999999915,2.1818181818181817,1,0.9111111111111111
27,22,7,2,0,,,0.8149200000000008,6.75,1,0.9054597701149425
27,24,0,1,0,3.0,3.0,0.08104000000000156,,1,0.9169534050179211
27,17,0,0,0,,,1.61336399999999,,0,0.8924242424242425
27,23,0,1,0,3.0,3.0,0.22824899999999815,,1,0.8621014492753623
27,26,0,0,0,4.0,3.0,0.13492499999999552,,1,0.9043055555555556
27,27,7,0,0,,,0.11545399999999972,42.0,1,0.854920634920635
27,21,7,0,0,,7.0,1.0272290000000055,11.666666666666666,1,0.9328368794326242
27,0,7,0,0,2.0,2.0,0.6290169999999975,2.75,1,0.9257936507936508
27,9,7,0,0,7.0,7.0,0.05816000000000088,3.0,1,0.89625
27,20,0,1,0,3.0,3.0,0.1522900000000078,,1,0.9149206349206349
27,12,0,1,0,2.0,2.0,0.785269999999997,,1,0.9046230158730159
27,14,7,0,0,1.0,0.0,0.22051000000000442,28.0,1,0.9295035460992908
27,2,7,0,0,2.0,2.0,0.14032000000000266,32.0,1,0.917719298245614
27,16,7,2,0,3.0,3.0,0.11116700000000179,0.625,1,0.8342411924119242
27,6,7,0,0,7.0,7.0,0.18935799999999858,1.8571428571428572,1,0.9127777777777778
28,25,0,1,0,4.0,4.0,0.8785939999999997,,1,0.8671811713191023
28,17,3,1,0,1.0,1.0,2.7297900000000084,,1,0.873491124260355
28,13,3,1,0,1.0,1.0,0.06122399999999928,,1,0.940990990990991
28,9,7,0,0,7.0,7.0,0.42483400000000415,3.0,1,0.89625
28,22,7,0,0,,,1.5303400000000096,6.75,1,0.9180651340996169
28,15,7,0,0,1.0,1.0,0.06963300000000316,1.7777777777777777,1,0.7520370370370371
28,12,3,0,0,1.0,1.0,0.2880300000000062,,1,0.9096428571428572
28,4,0,1,0,2.0,3.0,0.6531149999999997,,0,0.8916013071895424
28,26,0,0,0,3.0,3.0,0.16188999999999965,,1,0.9001070950468542
28,5,0,1,0,2.0,2.0,0.3974500000000063,,1,0.8728571428571429
28,11,7,0,0,3.0,3.0,0.1034089999999992,4.0,1,0.7911111111111111
28,21,7,1,1,,7.0,0.16334399999999505,11.666666666666666,1,0.8880614657210402
28,6,7,0,0,7.0,7.0,0.21813900000000075,1.8571428571428572,1,0.9127777777777778
28,0,7,0,0,2.0,2.0,0.06175999999999959,2.75,1,0.9257936507936508
28,20,0,2,0,2.0,3.0,0.2515860000000032,,1,0.9149206349206349
28,27,7,0,0,,,0.8423939999999988,42.0,1,0.854920634920635
28,8,0,0,0,8.0,8.0,0.24366000000000554,,1,0.9402762430939227
28,14,7,0,0,1.0,1.0,0.5317900000000009,28.0,1,0.9295035460992908
28,3,7,2,0,1.0,1.0,0.014839999999992415,2.3,1,0.8665232974910394
28,1,0,1,0,9.0,9.0,0.11178999999999917,,1,0.9095238095238095
28,2,7,2,0,2.0,2.0,0.12107400000000723,32.0,1,0.8255555555555556
28,10,7,0,0,4.0,5.0,0.21668999999999983,0.14285714285714285,1,0.8743434343434343
28,7,0,1,0,5.0,5.0,0.19405500000000586,,1,0.9052777777777777
28,16,7,1,0,3.0,3.0,0.12502699999999578,0.625,1,0.8342411924119242
28,24,2,1,0,2.0,2.0,0.26947099999999935,,1,0.9169534050179211
28,19,7,1,0,2.0,2.0,0.11222999999999672,2.5,1,0.8283333333333334
28,29,0,0,0,4.0,4.0,0.1977899999999977,,1,0.8953850385038504
28,23,0,1,0,3.0,3.0,0.49340600000000734,,1,0.8621014492753623
28,28,0,0,0,2.0,2.0,0.3027439999999899,,1,0.9466129032258065
28,18,7,0,0,,,0.2941059999999993,2.1818181818181817,1,0.9466666666666667
29,28,2,0,0,1.0,1.0,0.5994230000000016,,1,0.9347491039426523
29,12,0,0,0,7.0,7.0,0.05306999999999107,,1,0.9153343166175024
29,19,7,1,0,2.0,2.0,0.2113599999999991,2.5,1,0.8474074074074074
29,29,3,1,0,3.0,3.0,0.6250200000000063,,1,0.8458305830583058
29,3,7,0,0,0.0,1.0,0.10402500000000714,2.3,1,0.8665232974910394
29,21,7,1,0,,7.0,1.443956,11.666666666666666,1,0.8880614657210402
29,14,7,1,0,1.0,1.0,0.2517440000000022,28.0,1,0.900130023640662
29,4,0,0,0,2.0,2.0,0.15421000000000618,,1,0.9055882352941177
29,11,7,0,0,3.0,3.0,0.07987500000000125,4.0,1,0.7911111111111111
29,9,7,1,0,7.0,7.0,0.5275499999999909,3.0,1,0.8731944444444444
29,1,0,0,0,8.0,8.0,0.1849950000000007,,1,0.9309607351712614
29,13,0,0,0,3.0,3.0,0.12921700000000058,,1,0.940990990990991
29,10,7,0,0,5.0,4.0,0.3648900000000026,0.14285714285714285,1,0.8743434343434343
29,16,7,1,0,3.0,3.0,0.19479700000000122,0.625,1,0.7832384823848239
29,6,7,0,0,8.0,7.0,0.11190100000000314,1.8571428571428572,1,0.9127777777777778
29,0,7,0,0,2.0,2.0,0.6570820000000026,2.75,1,0.9257936507936508
29,22,7,0,0,,,1.575800000000001,6.75,1,0.9243678160919541
29,24,0,0,0,7.0,7.0,0.05987999999999971,,1,0.920057273768614
29,7,0,1,0,4.0,4.0,0.09009499999999804,,1,0.8985868392664509
29,8,0,1,0,7.0,7.0,0.3186649999999993,,1,0.9324822695035461
29,15,7,0,0,1.0,1.0,0.0674059999999983,1.7777777777777777,1,0.7520370370370371
29,18,7,1,0,,,2.2767900000000054,2.1818181818181817,1,0.9377777777777778
29,25,0,0,0,3.0,3.0,0.3537600000000012,,1,0.8930434782608696
29,20,0,1,0,4.0,4.0,0.36248199999999997,,1,0.9050943396226415
29,17,0,0,0,,,1.4145200000000102,,1,0.8945759368836292
29,23,3,0,0,1.0,1.0,0.18534999999999968,,1,0.8865423465423465
29,26,0,0,0,2.0,2.0,0.3361940000000061,,1,0.9060526315789473
29,5,3,0,0,1.0,1.0,0.18777899999999903,,1,0.8910618014464169
29,2,7,1,0,3.0,3.0,0.4027749999999912,32.0,1,0.8130952380952381
29,27,7,1,0,,,0.3036740000000009,42.0,1,0.7098412698412699
30,11,7,0,0,3.0,3.0,0.06056499999999687,4.0,1,0.7911111111111111
30,13,0,1,0,2.0,2.0,0.47824400000000367,,1,0.944924924924925
30,5,0,1,0,3.0,3.0,0.33115799999999496,,1,0.8770052596975674
30,2,7,1,0,3.0,4.0,0.2759439999999955,32.0,1,0.7881746031746032
30,21,7,0,1,,7.0,0.10144400000000076,11.666666666666666,1,0.9328368794326242
30,8,0,1,0,6.0,6.0,0.20980999999999028,,1,0.9333223322332234
30,7,0,0,0,2.0,2.0,0.21032399999999996,,1,0.9038364779874214
30,18,7,0,0,,,1.1032200000000074,2.1818181818181817,1,0.9377777777777778
30,20,0,0,0,4.0,4.0,0.016647999999996443,,1,0.9261844863731656
30,24,0,0,0,6.0,6.0,0.17391900000000504,,1,0.922915291529153
30,22,7,0,0,,,2.80422999999999,6.75,1,0.9180651340996169
30,6,7,1,0,7.0,7.0,0.23023799999999994,1.8571428571428572,1,0.8878571428571429
30,14,7,0,0,1.0,1.0,0.038185999999996056,28.0,1,0.923628841607565
30,27,7,0,0,10.0,10.0,0.06787400000000332,42.0,1,0.7823809523809524
30,19,7,0,0,2.0,2.0,0.13849000000000444,2.5,1,0.8855555555555555
30,25,0,1,0,2.0,2.0,0.2924550000000039,,1,0.8875427350427351
30,17,0,2,0,,,1.117050000000006,,1,0.862948717948718
30,15,7,0,0,1.0,1.0,0.014992999999996925,1.7777777777777777,1,0.7520370370370371
30,3,7,2,0,0.0,1.0,0.1389599999999973,2.3,1,0.8498387096774194
30,26,7,0,0,1.0,1.0,0.2488170000000025,2.1666666666666665,1,0.9060526315789473
30,0,7,1,0,2.0,2.0,0.1979600000000019,2.75,1,0.8961111111111111
30,28,2,0,0,1.0,1.0,0.06470900000000057,,1,0.9347491039426523
30,23,0,1,0,7.0,7.0,0.49078999999998985,,1,0.8748396718866518
30,4,7,1,0,1.0,1.0,0.05556399999998973,21.5,1,0.8950980392156863
30,12,0,1,0,6.0,6.0,0.2475199999999944,,1,0.90039331366765
30,1,0,0,0,7.0,8.0,0.5093460000000078,,1,0.9318518518518518
30,10,7,0,0,5.0,5.0,0.22610400000000652,0.14285714285714285,1,0.8743434343434343
30,29,2,0,0,0.0,1.0,1.6434799999999967,,1,0.8568426842684268
30,16,7,1,0,3.0,3.0,0.24850299999999947,0.625,1,0.8342411924119242
30,9,7,0,0,7.0,7.0,0.5911800000000085,3.0,1,0.9077777777777778
31,12,0,2,0,5.0,5.0,0.7351899999999993,,1,0.8854523107177974
31,2,7,0,0,3.0,4.0,0.722440000000006,32.0,1,0.8629365079365079
31,4,7,0,0,1.0,1.0,0.5975799999999936,21.5,1,0.8985947712418301
31,13,3,0,0,1.0,1.0,0.13327800000000423,,1,0.940990990990991
31,23,0,2,0,6.0,6.0,0.2682099999999963,,1,0.8692690058479532
31,1,0,0,0,6.0,6.0,0.0006979999999998654,,1,0.9335571542765787
31,15,7,1,0,1.0,1.0,0.08316400000000357,1.7777777777777777,1,0.7520370370370371
31,0,7,0,0,2.0,2.0,0.2389880000000062,2.75,1,0.9257936507936508
31,8,0,0,0,5.0,6.0,0.3375090000000043,,1,0.9363531353135314
31,3,7,1,0,2.0,1.0,0.39172999999999547,2.3,1,0.8498387096774194
31,22,7,2,0,,,1.0534600000000012,6.75,1,0.9251515151515152
31,16,7,1,0,3.0,3.0,0.022062999999995725,0.625,1,0.8342411924119242
31,6,7,0,0,7.0,7.0,0.19978799999999808,1.8571428571428572,1,0.9003174603174603
31,18,7,0,0,,,0.23817000000001087,2.1818181818181817,1,0.9377777777777778
31,17,0,0,0,3.0,3.0,1.8301850000000002,,1,0.8846078431372549
31,19,7,0,0,2.0,2.0,0.12518999999998925,2.5,1,0.9046296296296297
31,7,3,0,0,1.0,1.0,0.02067699999999917,,1,0.9067505241090147
31,26,7,0,0,1.0,1.0,0.0444219999999973,2.1666666666666665,1,0.9025730994152047
31,9,7,0,0,7.0,8.0,0.1692599999999942,3.0,1,0.9077777777777778
31,24,0,1,0,5.0,5.0,1.1120949999999965,,1,0.8998218029350105
31,5,0,0,0,2.0,2.0,0.29647600000000196,,0,0.8950980392156863
31,11,7,1,0,2.0,3.0,0.2185049999999933,4.0,1,0.7258333333333333
31,27,7,0,0,10.0,10.0,0.2948459999999926,42.0,1,0.7823809523809524
31,20,0,1,0,3.0,3.0,0.22650000000000148,,1,0.9014814814814814
31,14,7,0,0,1.0,1.0,0.33659000000000106,28.0,1,0.9412529550827423
31,21,7,1,0,,7.0,1.0437160000000034,11.666666666666666,1,0.8992553191489362
31,25,2,0,0,0.0,1.0,2.011179999999996,,1,0.8993803418803419
31,10,7,0,0,5.0,5.0,0.15557000000001153,0.14285714285714285,1,0.8743434343434343
31,29,3,0,0,3.0,3.0,1.0529800000000051,,1,0.8953850385038504
31,28,2,0,0,1.0,1.0,0.2127970000000019,,1,0.9466129032258065
32,3,7,0,0,1.0,1.0,0.03869999999999152,2.3,1,0.8498387096774194
32,7,0,1,0,3.0,3.0,0.13939700000000244,,1,0.8974311926605505
32,26,7,0,0,0.0,1.0,0.13726999999999734,2.1666666666666665,1,0.9060526315789473
32,15,7,0,0,1.0,1.0,0.42366799999999927,1.7777777777777777,1,0.7520370370370371
32,5,2,1,0,1.0,1.0,0.7062399999999975,,1,0.8881045751633987
32,10,7,0,0,5.0,5.0,0.2425400000000053,0.14285714285714285,1,0.8743434343434343
32,17,0,2,0,2.0,2.0,0.3311290000000007,,1,0.8671241830065359
32,24,0,0,0,4.0,3.0,0.31847799999999893,,1,0.9308187134502924
32,6,7,0,0,7.0,7.0,0.21560800000000313,1.8571428571428572,1,0.9127777777777778
32,27,7,0,0,9.0,11.0,0.02980399999999861,42.0,1,0.7823809523809524
32,18,7,0,0,,,0.6794799999999981,2.1818181818181817,1,0.9377777777777778
32,9,7,0,0,7.0,7.0,0.11771000000000242,3.0,1,0.9077777777777778
32,29,3,1,0,1.0,1.0,0.9910550000000029,,1,0.8678547854785479
32,1,3,0,0,5.0,5.0,1.5711040000000054,,1,0.9343735224586288
32,22,7,1,0,,,0.479779999999991,6.75,1,0.9189141414141414
32,2,7,1,0,3.0,3.0,0.05786500000000672,32.0,1,0.8753968253968254
32,25,0,1,0,2.0,2.0,2.218586000000002,,1,0.890516795865633
32,11,7,1,0,3.0,3.0,0.3886490000000009,4.0,1,0.7258333333333333
32,8,0,1,0,4.0,4.0,0.013219999999989795,,1,0.9385703001579779
32,12,0,1,0,4.0,4.0,0.3657699999999977,,1,0.8705113077679449
32,28,0,1,0,4.0,4.0,0.41424699999999604,,1,0.9169534050179211
32,21,7,1,0,,8.0,1.0938040000000058,11.666666666666666,1,0.8768676122931442
32,14,7,2,0,1.0,0.0,0.4436899999999966,28.0,1,0.8766312056737589
32,20,3,0,0,1.0,1.0,0.09431000000000012,,1,0.9118518518518518
32,19,7,0,0,2.0,2.0,0.03855500000000234,2.5,1,0.9046296296296297
32,13,0,0,0,10.0,10.0,0.3713939999999951,,1,0.9419977924944812
32,4,7,0,0,1.0,1.0,0.33899600000000873,21.5,1,0.8950980392156863
32,23,0,1,0,,,0.3202479999999994,,1,0.8718599033816425
32,16,7,2,0,3.0,3.0,0.45520400000000194,0.625,1,0.8629365079365079
32,0,7,0,0,2.0,2.0,0.31779399999999924,2.75,1,0.9257936507936508
33,24,0,0,0,4.0,3.0,0.2349010000000007,,1,0.9333986928104575
33,12,0,1,0,3.0,3.0,0.22459500000000787,,1,0.8505899705014749
33,4,7,2,0,1.0,1.0,0.22029399999999555,21.5,1,0.8950980392156863
33,8,0,0,0,3.0,3.0,0.13138600000000622,,1,0.9485253456221199
33,21,7,0,0,,7.0,0.46852400000000216,11.666666666666666,1,0.9216430260047281
33,11,7,0,0,3.0,3.0,0.6921349999999933,4.0,1,0.8041666666666667
33,23,0,0,0,,,0.07784399999999891,,1,0.8799206349206349
33,10,7,1,0,4.0,5.0,0.13029400000000635,0.14285714285714285,1,0.842929292929293
33,26,7,0,0,1.0,1.0,0.12188899999999947,2.1666666666666665,1,0.9060526315789473
33,22,7,0,0,,,0.2797750000000008,6.75,1,0.9376262626262626
33,5,0,0,0,,,0.12093499999999935,,1,0.8851754385964913
33,6,7,1,0,7.0,7.0,0.3046719999999965,1.8571428571428572,1,0.9003174603174603
33,18,7,2,0,,,0.6556799999999896,2.1818181818181817,1,0.9124772313296904
33,16,7,1,0,3.0,3.0,0.2514370000000028,0.625,1,0.8504761904761905
33,14,7,1,0,1.0,1.0,0.10087000000000046,28.0,1,0.8883806146572104
33,9,7,0,0,7.0,7.0,0.3038400000000081,3.0,1,0.9020138888888889
33,20,3,0,0,1.0,1.0,0.06046700000000271,,1,0.9170370370370371
33,25,4,0,0,1.0,2.0,0.15994000000000597,,1,0.8929160382101559
33,13,0,0,0,9.0,9.0,0.34769000000000005,,1,0.9435897435897436
33,3,7,1,0,1.0,1.0,0.4650800000000004,2.3,1,0.8498387096774194
33,27,7,0,0,8.0,8.0,0.4382059999999939,42.0,1,0.7823809523809524
33,29,0,0,0,2.0,2.0,0.22477399999999648,,1,0.8843729372937293
33,1,0,1,0,2.0,2.0,0.20556999999999448,,1,0.9302718676122932
33,7,2,1,0,1.0,1.0,2.555329999999998,,1,0.892130898021309
33,17,0,0,0,2.0,3.0,0.49208600000000047,,0,0.8916013071895424
33,0,7,0,0,2.0,2.0,0.27003799999999956,2.75,1,0.9257936507936508
33,15,7,1,0,1.0,1.0,0.16704900000000578,1.7777777777777777,1,0.7520370370370371
33,19,7,0,0,2.0,2.0,0.1451150000000041,2.5,1,0.9046296296296297
33,2,7,0,0,3.0,3.0,0.24936999999999898,32.0,1,0.8504761904761905
33,28,0,0,0,3.0,3.0,0.15725899999999982,,0,0.9466129032258065
34,3,7,0,0,1.0,1.0,0.42369999999999663,2.3,1,0.8498387096774194
34,4,7,0,0,1.0,1.0,0.6223839999999967,21.5,1,0.8881045751633987
34,20,0,0,0,8.0,8.0,0.13878199999999907,,1,0.9222222222222222
34,9,7,0,0,7.0,7.0,0.0749139999999926,3.0,1,0.9020138888888889
34,26,7,2,0,1.0,1.0,0.13349499999999992,2.1666666666666665,1,0.9010317460317461
34,2,7,1,0,3.0,3.0,0.5186400000000049,32.0,1,0.838015873015873
34,23,0,0,0,,,2.184250000000006,,1,0.8799808429118774
34,16,7,0,0,3.0,3.0,0.3031119999999987,0.625,1,0.9127777777777778
34,15,7,0,0,2.0,1.0,0.43395299999999537,1.7777777777777777,1,0.7520370370370371
34,10,7,1,0,5.0,6.0,0.6356739999999945,0.14285714285714285,1,0.8272222222222223
34,12,0,1,0,2.0,2.0,0.09167300000000012,,1,0.8555703048180924
34,11,7,1,0,3.0,3.0,0.1902690000000007,4.0,1,0.7519444444444444
34,7,3,1,0,1.0,1.0,0.2542799999999943,,1,0.8929160382101559
34,6,7,2,0,7.0,7.0,0.227997000000002,1.8571428571428572,1,0.8629365079365079
34,14,7,0,0,1.0,0.0,0.22258000000000067,28.0,1,0.9295035460992908
34,24,0,1,0,2.0,3.0,0.18113699999999966,,1,0.9048552754435107
34,18,7,0,0,,,3.7393500000000017,2.1818181818181817,1,0.9474863387978142
34,1,4,1,0,1.0,1.0,0.02043000000000106,,0,0.9302718676122932
34,0,7,2,0,2.0,2.0,0.5193519999999978,2.75,1,0.910952380952381
34,22,7,1,0,,,2.536599999999993,6.75,1,0.9251515151515152
34,25,0,2,0,2.0,2.0,0.06296499999999128,,1,0.879903381642512
34,28,3,0,0,1.0,1.0,0.3125889999999991,,1,0.9525448028673835
34,27,7,0,0,9.0,7.0,0.03558599999999501,42.0,1,0.7823809523809524
34,8,0,0,0,2.0,2.0,0.17157500000000425,,1,0.941036036036036
34,21,7,1,0,,7.0,0.6304039999999986,11.666666666666666,1,0.8880614657210402
34,13,0,0,0,,,1.3721200000000096,,1,0.937760524499655
34,17,3,1,0,1.0,1.0,0.055363999999997304,,1,0.8846078431372549
34,29,3,2,0,0.0,0.0,0.11551999999998941,,1,0.8458305830583058
34,19,7,0,0,2.0,2.0,0.28870000000000573,2.5,1,0.9046296296296297
34,5,0,1,0,,,0.2006719999999973,,1,0.8587251123956327
35,4,7,1,0,1.0,1.0,0.16628399999999033,21.5,1,0.8985947712418301
35,28,0,1,0,2.0,2.0,0.5432839999999999,,1,0.9406810035842293
35,25,0,0,0,7.0,7.0,0.21434999999999604,,1,0.8830375180375181
35,3,7,0,0,1.0,1.0,0.3713300000000004,2.3,1,0.8498387096774194
35,19,7,0,0,2.0,2.0,0.3845939999999928,2.5,1,0.9046296296296297
35,10,7,1,0,5.0,5.0,0.17405000000000825,0.14285714285714285,1,0.8272222222222223
35,11,7,1,0,3.0,3.0,0.21876500000000476,4.0,1,0.7127777777777777
35,15,7,0,0,1.0,1.0,0.22251100000000434,1.7777777777777777,1,0.7520370370370371
35,24,2,1,0,1.0,1.0,0.004930000000001655,,1,0.892959927140255
35,16,7,1,0,3.0,3.0,0.3414009999999976,0.625,1,0.9003174603174603
35,5,0,0,0,,,2.2543699999999944,,1,0.8755118601747816
35,20,0,1,0,6.0,7.0,0.20747999999998967,,0,0.8859259259259259
35,9,7,1,0,7.0,7.0,0.2595759999999956,3.0,1,0.8743757159221077
35,21,7,1,0,,7.0,2.570306000000002,11.666666666666666,1,0.8656737588652482
35,0,7,2,0,2.0,2.0,0.07055599999999629,2.75,1,0.910952380952381
35,14,7,0,0,1.0,1.0,0.45110000000000383,28.0,1,0.923628841607565
35,27,7,1,0,7.0,7.0,0.023170999999990727,42.0,1,0.8186507936507936
35,13,0,0,0,7.0,7.0,0.09240299999999735,,1,0.9357831325301205
35,22,7,1,0,,,0.284860000000009,6.75,1,0.9189141414141414
35,29,0,0,0,5.0,5.0,0.09796999999998945,,1,0.8733608360836084
35,2,7,0,0,3.0,3.0,0.06692999999999927,32.0,1,0.8504761904761905
35,7,0,1,0,2.0,2.0,0.6527700000000038,,1,0.8961111111111111
35,17,0,0,0,2.0,2.0,0.07744399999999985,,1,0.8846078431372549
35,6,7,0,0,7.0,7.0,0.13051800000000213,1.8571428571428572,1,0.9003174603174603
35,18,7,0,0,,,1.178139999999999,2.1818181818181817,1,0.9474863387978142
35,8,3,0,0,1.0,1.0,0.08190999999999349,,1,0.9418731563421829
35,26,7,0,0,1.0,1.0,0.047283000000000186,2.1666666666666665,1,0.8942063492063492
35,12,3,1,0,0.0,1.0,0.315843000000001,,1,0.8555703048180924
35,23,0,0,0,,,0.16420800000000213,,1,0.888719806763285
35,1,3,1,0,1.0,1.0,0.2957289999999979,,1,0.9302718676122932
36,1,0,0,0,4.0,4.0,0.4592419999999997,,1,0.9384751773049645
36,3,7,0,0,1.0,1.0,0.09730000000000416,2.3,1,0.8498387096774194
36,17,2,1,0,1.0,1.0,0.06806600000000174,,1,0.8776143790849673
36,15,7,0,0,1.0,1.0,0.4032179999999954,1.7777777777777777,1,0.7520370370370371
36,27,7,0,0,6.0,6.0,0.028961999999992827,42.0,1,0.8186507936507936
36,18,7,0,0,,,0.9470599999999934,2.1818181818181817,1,0.9474863387978142
36,22,7,1,0,,,2.692464000000001,6.75,1,0.9189141414141414
36,25,0,0,0,6.0,6.0,0.4824950000000001,,1,0.8976923076923077
36,21,7,0,0,,7.0,1.4888619999999975,11.666666666666666,1,0.9328368794326242
36,6,7,0,0,7.0,6.0,0.13769200000000126,1.8571428571428572,1,0.9127777777777778
36,10,7,1,0,5.0,4.0,0.15489000000000885,0.14285714285714285,1,0.8272222222222223
36,26,7,0,0,1.0,1.0,0.15828099999999878,2.1666666666666665,1,0.8873809523809524
36,14,7,0,0,1.0,1.0,0.22745599999999655,28.0,1,0.9353782505910165
36,9,7,0,0,7.0,7.0,0.2715299999999985,3.0,1,0.9029266895761742
36,24,0,0,0,,,0.20251000000000374,,1,0.9122086720867209
36,5,0,1,0,10.0,10.0,0.2477399999999932,,1,0.846171497584541
36,2,7,0,0,3.0,3.0,0.2245100000000093,32.0,1,0.8878571428571429
36,20,3,0,0,1.0,1.0,0.05635999999999797,,1,0.8920030581039755
36,7,2,0,0,1.0,1.0,0.23019500000000193,,1,0.9163690476190476
36,12,0,2,0,7.0,7.0,0.2106199999999987,,1,0.8418713450292398
36,0,7,0,0,2.0,2.0,0.6913139999999984,2.75,1,0.9257936507936508
36,11,7,0,0,3.0,3.0,0.23834499999999537,4.0,1,0.7780555555555555
36,8,0,0,0,5.0,5.0,0.1193839999999966,,1,0.9459704339532665
36,16,7,0,0,3.0,3.0,0.4969369999999955,0.625,1,0.9127777777777778
36,19,7,0,0,2.0,1.0,0.09333999999999776,2.5,1,0.9046296296296297
36,28,2,0,0,1.0,1.0,0.16516099999999767,,1,0.9406810035842293
36,13,0,0,0,,6.0,0.3932400000000058,,1,0.9411369509043928
36,29,0,0,0,3.0,2.0,0.15788699999999878,,1,0.8678547854785479
36,23,0,0,0,10.0,10.0,0.06273099999999943,,1,0.8852631578947369
36,4,7,1,0,1.0,1.0,0.5111379999999883,21.5,1,0.8916013071895424
37,6,7,0,0,7.0,7.0,0.16681200000000018,1.8571428571428572,1,0.9127777777777778
37,8,0,0,0,4.0,4.0,0.9181650000000019,,1,0.9449449035812673
37,5,3,0,0,9.0,9.0,0.6699310000000018,,1,0.8713947990543736
37,1,0,0,0,3.0,3.0,0.20685800000000043,,1,0.9425768321513003
37,14,7,2,0,1.0,1.0,0.17816700000000196,28.0,1,0.8883806146572104
37,24,0,2,0,,,0.40000499999999306,,1,0.9025064599483205
37,26,7,1,0,1.0,1.0,0.07287700000000186,2.1666666666666665,1,0.883968253968254
